	elf	EIN	tax_pd	subseccd	s501c3or4947a1cd	schdbind	politicalactvtscd	lbbyingactvtscd	subjto6033cd	dnradvisedfundscd	prptyintrcvdcd	maintwrkofartcd	crcounselingqstncd	hldassetsintermpermcd	rptlndbldgeqptcd	rptinvstothsecd	rptinvstprgrelcd	rptothasstcd	rptothliabcd	sepcnsldtfinstmtcd	sepindaudfinstmtcd	inclinfinstmtcd	operateschools170cd	frgnofficecd	frgnrevexpnscd	frgngrntscd	frgnaggragrntscd	rptprofndrsngfeescd	rptincfnndrsngcd	rptincgamingcd	operatehosptlcd	hospaudfinstmtcd	rptgrntstogovtcd	rptgrntstoindvcd	rptyestocompnstncd	txexmptbndcd	invstproceedscd	maintescrwaccntcd	actonbehalfcd	engageexcessbnftcd	awarexcessbnftcd	loantofficercd	grantoofficercd	dirbusnreltdcd	fmlybusnreltdcd	servasofficercd	recvnoncashcd	recvartcd	ceaseoperationscd	sellorexchcd	ownsepentcd	reltdorgcd	intincntrlcd	orgtrnsfrcd	conduct5percentcd	compltschocd	f1096cnt	fw2gcnt	wthldngrulescd	noemplyeesw3cnt	filerqrdrtnscd	unrelbusinccd	filedf990tcd	frgnacctcd	prohibtdtxshltrcd	prtynotifyorgcd	filedf8886tcd	solicitcntrbcd	exprstmntcd	providegoodscd	notfydnrvalcd	filedf8282cd	f8282cnt	fndsrcvdcd	premiumspaidcd	filedf8899cd	filedf1098ccd	excbushldngscd	s4966distribcd	distribtodonorcd	initiationfees	grsrcptspublicuse	grsincmembers	grsincother	filedlieuf1041cd	txexmptint	qualhlthplncd	qualhlthreqmntn	qualhlthonhnd	rcvdpdtngcd	filedf720cd	totreprtabled	totcomprelatede	totestcompf	noindiv100kcnt	nocontractor100kcnt	totcntrbgfts	prgmservcode2acd	totrev2acola	prgmservcode2bcd	totrev2bcola	prgmservcode2ccd	totrev2ccola	prgmservcode2dcd	totrev2dcola	prgmservcode2ecd	totrev2ecola	totrev2fcola	totprgmrevnue	invstmntinc	txexmptbndsproceeds	royaltsinc	grsrntsreal	grsrntsprsnl	rntlexpnsreal	rntlexpnsprsnl	rntlincreal	rntlincprsnl	netrntlinc	grsalesecur	grsalesothr	cstbasisecur	cstbasisothr	gnlsecur	gnlsothr	netgnls	grsincfndrsng	lessdirfndrsng	netincfndrsng	grsincgaming	lessdirgaming	netincgaming	grsalesinvent	lesscstofgoods	netincsales	miscrev11acd	miscrevtota	miscrev11bcd	miscrevtot11b	miscrev11ccd	miscrevtot11c	miscrevtot11d	miscrevtot11e	totrevenue	grntstogovt	grnsttoindiv	grntstofrgngovt	benifitsmembrs	compnsatncurrofcr	compnsatnandothr	othrsalwages	pensionplancontrb	othremplyeebenef	payrolltx	feesforsrvcmgmt	legalfees	accntingfees	feesforsrvclobby	profndraising	feesforsrvcinvstmgmt	feesforsrvcothr	advrtpromo	officexpns	infotech	royaltsexpns	occupancy	travel	travelofpublicoffcl	converconventmtng	interestamt	pymtoaffiliates	deprcatndepletn	insurance	othrexpnsa	othrexpnsb	othrexpnsc	othrexpnsd	othrexpnse	othrexpnsf	totfuncexpns	nonintcashend	svngstempinvend	pldgegrntrcvblend	accntsrcvblend	currfrmrcvblend	rcvbldisqualend	notesloansrcvblend	invntriesalesend	prepaidexpnsend	lndbldgsequipend	invstmntsend	invstmntsothrend	invstmntsprgmend	intangibleassetsend	othrassetsend	totassetsend	accntspayableend	grntspayableend	deferedrevnuend	txexmptbndsend	escrwaccntliabend	paybletoffcrsend	secrdmrtgsend	unsecurednotesend	othrliabend	totliabend	unrstrctnetasstsend	temprstrctnetasstsend	permrstrctnetasstsend	capitalstktrstend	paidinsurplusend	retainedearnend	totnetassetend	totnetliabastend	nonpfrea	totnooforgscnt	totsupport	gftgrntsrcvd170	txrevnuelevied170	srvcsval170	pubsuppsubtot170	exceeds2pct170	pubsupplesspct170	samepubsuppsubtot170	grsinc170	netincunreltd170	othrinc170	totsupp170	grsrcptsrelated170	totgftgrntrcvd509	grsrcptsadmissn509	grsrcptsactivities509	txrevnuelevied509	srvcsval509	pubsuppsubtot509	rcvdfrmdisqualsub509	exceeds1pct509	subtotpub509	pubsupplesub509	samepubsuppsubtot509	grsinc509	unreltxincls511tx509	subtotsuppinc509	netincunrelatd509	othrinc509	totsupp509
255554	N	980031193	201603	3	Y	N	N	N	N	N	N	N	N	N	Y	Y	N	N	N	N	Y	Y	N	Y	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	0	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	1152626	272079	0	0	0	72990303	0	0	0	0	0	0	0	0	0	0	0	0	3082478	0	0	0	0	0	0	0	0	0	0	27650	0	0	0	27650	27650	0	0	0	0	0	0	0	0	0	0	4107030	0	0	0	0	0	4107030	80207460	0	0	0	0	0	0	32746657	0	591614	3059822	0	0	0	0	0	0	4723870	0	7388342	771932	0	148448	0	0	1739794	0	0	1202289	0	2067673	125157	4039668	0	256711	0	58861977	11600568	0	0	16115366	0	0	0	0	356583	2396812	0	32743585	0	0	0	63212914	7707149	0	41256311	0	0	0	0	0	0	48963460	0	0	0	3356683	0	10892771	14249454	63212914	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256083	N	263089669	201512	3	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256227	N	208836560	201512	3	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	0	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	157545	16696	0	0	2210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22211	0	18377	0	0	0	0	0	40588	268565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462384	462384	462384	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
259044	N	980136863	201507	3	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	N	Y	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	0	0	Y	0	N	N	N	Y	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	113949	621300	948	611710	0	611710	13398	0	0	0	0	0	14346	3	0	10807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5476	3333	2143	541860	0	0	0	0	0	0	0	141248	0	0	0	0	0	0	44162	0	1015	6511	25	28	0	0	0	0	0	164	0	0	0	1043	1098	0	0	2433	0	1144	0	1553	65	1848	4454	43829	0	109372	85784	0	0	8254	0	0	0	12239	82	9529	0	0	0	0	1	115889	0	0	0	0	0	0	0	0	9848	9848	0	0	0	106041	0	0	106041	115889	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
259788	N	510505444	201512	3	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	0	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
259860	N	943372763	201512	3	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	11320	0	0	0	0	281250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281250	0	0	0	0	67149	0	0	0	0	0	39285	0	950	0	0	0	0	1344	36920	0	0	0	83267	0	31340	0	0	5713	0	14461	4119	0	0	0	0	284548	8320	0	0	0	0	0	0	0	0	5713	0	0	0	0	89021	103054	103054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103054	103054	103054	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260690	N	742835828	201506	3	Y	Y	N	N	N	N	N	N	N	Y	N	N	N	Y	N	N	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	0	0	N	0	N	N	N	N	N	N	N	N	N	Y	Y	N	2	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	97864	0	0	0	0	0	0	0	0	0	0	0	0	75789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23624	8091	15533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189186	0	85045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4795	50239	16116	0	0	2094	0	0	0	0	0	1292	13466	0	0	0	0	0	173047	318322	0	13396	0	0	0	0	0	0	0	2833551	0	0	0	321144	3486413	13433	0	0	0	0	0	0	0	0	13433	0	318285	3154695	0	0	0	3472980	3486413	5	0	0	604571	0	0	604571	0	604571	604571	110494	172888	0	887953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
261545	N	731363705	201509	3	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	2	0	0	0	0	10550	0	233676	0	170784	0	29716	0	2909	0	0	0	437085	5163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	211	453009	0	0	0	0	0	0	272149	0	0	21195	0	2875	9691	0	0	0	128877	0	1842	0	0	0	3679	0	390	4575	15532	0	0	0	0	0	0	0	0	460805	132839	415092	0	14437	0	0	0	0	0	21744	0	0	0	0	4271	588383	0	0	0	0	0	0	0	0	0	0	588383	0	0	0	0	0	588383	588383	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
266265	N	370682988	201512	3	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	0	0	N	4	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	71616	0	20568	0	0	349649	0	0	0	0	0	0	0	0	0	0	0	0	3486	0	0	9156	0	0	0	9156	0	9156	0	3810	0	0	0	3810	3810	0	0	0	0	0	0	70	0	70	0	0	0	0	0	0	0	0	366171	0	0	0	0	0	107922	0	4155	24534	8591	0	0	2615	0	0	0	197	0	1131	0	0	22462	3372	0	0	0	0	6262	8417	7507	4866	3999	2725	4368	0	213123	295512	0	0	0	0	0	0	0	0	163700	0	5500	0	0	0	464712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153048	464712	464712	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
266334	N	463799343	201512	3	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	Y	0	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	2	0	0	3969063	0	0	0	0	0	0	0	0	0	3969063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3969063	0	0	0	0	0	0	0	0	0	0	854970	15471	0	0	0	0	454712	6908	25204	0	0	104202	2499	0	0	0	0	0	24768	61684	7942	7777	2612697	0	0	4178834	356784	0	0	321746	0	0	0	0	3519	1227	0	0	0	0	0	683276	988635	0	0	0	0	0	0	0	0	988635	10000	0	0	0	0	-315359	-305359	683276	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
268702	N	236296135	201506	3	Y	Y	N	Y	N	N	N	N	N	Y	Y	N	N	Y	Y	N	N	Y	N	N	N	N	N	N	N	N	N	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	Y	N	N	N	Y	161	0	Y	747	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	2154291	3290302	399734	65	22	15280510	900099	27938065	900099	677961	0	0	0	0	0	0	449496	29065522	3266658	0	612403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48225093	444640	293541	0	0	452379	0	36259646	0	9339932	773693	341580	19291	0	8961	0	0	2999139	0	435246	0	0	3819158	448748	0	146050	833705	0	4163668	85449	6232986	1257829	90922	13451	0	0	68460014	947078	0	5941862	2052721	0	0	0	13892	996244	31564949	0	0	0	6363368	79699708	127579822	13346715	2134835	0	0	0	0	0	937485	13404542	29823577	17941151	15346834	64468260	0	0	0	97756245	127579822	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
269188	N	232929823	201506	3	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	N	Y	Y	Y	N	N	N	N	N	N	N	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	2	0	Y	0	N	N	N	N	N	N	N	N	N	Y	Y	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	1867867	636942	0	0	105422	0	0	0	0	0	0	0	0	0	0	0	0	1568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215450	170339	45111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152101	0	0	0	0	4669	0	69722	0	24891	0	0	0	0	0	0	0	22445	0	0	0	0	0	0	0	0	0	0	84528	0	5034	1000	0	0	0	0	212289	461664	0	0	0	0	0	0	0	0	195293	0	0	0	0	0	656957	0	0	0	0	0	0	0	0	182338	182338	111657	362962	0	0	0	0	474619	656957	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
269522	N	610605647	201512	3	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	0	0	Y	0	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	26352	0	0	0	0	0	623000	1013434	623000	0	623000	12827	0	0	0	0	0	1026261	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	623000	133	0	0	0	133	1026730	0	0	0	0	0	0	506503	0	0	42530	0	0	9900	0	0	0	0	2251	3115	0	0	0	0	0	0	68292	0	44082	25785	2253	104	6334	17172	519093	0	1247414	137007	35744	0	2665	0	0	0	0	3562	1003145	0	0	0	0	0	1182123	29434	0	2386	0	0	0	1100000	0	65382	1197202	0	0	0	0	597840	-612919	-15079	1182123	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
269803	N	592481742	201506	3	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	N	Y	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	0	0	N	45	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	256395	3958495	517651	0	0	6165419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448	0	0	0	448	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6165867	0	0	0	0	0	0	2736017	101779	484641	163933	0	0	0	0	0	0	345526	0	583464	15732	0	514035	78682	0	24992	0	0	291289	0	120000	0	0	0	0	0	5460090	1001	0	156236	280742	0	0	0	0	179585	2141135	0	0	0	0	0	2758699	110857	0	0	0	0	0	0	0	153606	264463	1695821	798415	0	0	0	0	2494236	2758699	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
271253	N	820444958	201512	3	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	0	0	N	7	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	56799	0	0	0	0	104249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242099	38505	203594	0	0	0	0	0	0	0	0	307844	0	0	0	0	56799	0	71933	1000	1995	9848	0	0	0	0	0	0	0	3678	2638	0	0	0	4206	0	0	15059	0	21468	7986	12090	30271	4456	2384	929	0	246746	6351	124323	0	3618	0	0	0	39068	0	348819	26128	0	0	0	0	548310	5565	0	0	0	0	0	387700	0	0	393266	0	0	0	0	0	0	155049	548310	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273175	N	251877336	201506	3	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	N	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	13	0	Y	56	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	840489	201687	34667	6	0	5630589	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	90534	0	0	0	0	0	90534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34935	0	0	0	0	0	34935	5756155	0	0	0	0	0	489378	2112834	0	304316	183804	0	1237	16495	0	0	0	9189	3665	381116	0	0	128391	31896	0	7974	148661	0	547150	105071	450000	277521	238320	108119	112186	0	5657323	150964	0	1097468	0	0	0	0	0	116050	7413223	0	0	0	0	0	8777705	144036	0	1593263	0	0	0	3408567	26811	1964886	8820570	-133326	90461	0	0	0	0	-42865	8777705	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273525	N	371157915	201506	3	Y	Y	N	N	N	N	N	N	N	N	Y	Y	N	N	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	45	0	Y	44	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	137184	3570317	495923	1	0	174930	541700	5247869	541700	37800	0	0	0	0	0	0	0	5285669	13871	0	0	0	0	0	0	0	0	0	36096	0	0	0	36096	0	36096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5510566	0	0	0	0	0	0	2084464	0	338379	163426	0	0	18000	0	0	0	0	0	58650	49956	0	168026	245924	0	16159	0	0	78936	0	609209	270111	183352	73511	-168831	0	4189272	1151419	394418	0	753758	0	0	0	0	24343	284764	0	1035899	0	0	0	3644601	215659	0	527705	0	0	0	0	0	168697	912061	2724789	7751	0	0	0	0	2732540	3644601	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273660	N	943090170	201512	3	Y	Y	N	N	N	N	N	N	N	N	Y	Y	N	N	N	N	Y	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	20	0	N	119	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	252666	0	39828	2	4	4610922	541700	2704932	541900	18605	0	0	0	0	0	0	0	2723537	185876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7520335	0	0	0	0	150378	0	3346300	131111	417951	302910	0	1725	34248	0	0	0	1747647	0	24882	0	0	0	183219	64407	97179	0	0	66068	8956	205472	157323	130337	44956	0	0	7115069	197430	3758522	212227	1147963	0	0	0	0	17954	147863	0	4646375	0	0	0	10128334	594048	0	262559	0	0	0	0	0	0	856607	8445574	826153	0	0	0	0	9271727	10128334	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
274979	N	911319233	201512	3	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0	Y	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	30123	0	53081	0	0	0	0	0	0	0	0	0	53081	1283	0	0	46764	0	0	0	46764	0	46764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8700	0	0	0	0	0	0	0	0	0	8615	74454	1931	3425	10037	4114	0	111276	3795	293008	0	0	0	0	0	0	0	675800	0	0	0	0	0	972603	0	0	3150	0	0	0	0	0	0	3150	0	0	0	0	0	969453	969453	972603	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222300	217851	0	0	0	440151	0	0	0	440151	440151	218123	0	218123	0	0	658274
275071	N	861082547	201512	3	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	0	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	17765	453000	2218	9	0	0	0	0	0	0	0	0	2218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19983	0	0	0	0	0	0	18740	0	0	0	0	0	0	0	0	0	0	2332	1266	1881	0	0	0	0	0	0	0	0	3454	2236	10989	232	538	0	0	41668	59590	48404	0	0	0	0	0	0	0	0	0	0	0	0	0	108354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108354	108354	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276147	N	742077762	201512	3	Y	N	N	N	N	N	N	N	N	N	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2624	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1500	13877	1639	0	0	0	0	0	0	0	1352	577704	0	619404	0	0	1213976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1213976	1213976	1213976	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
